given_name,family_name,date_of_birth,place_of_birth
Nigel,Lindores,10-08-1948,Bridge of Allan
Wilfred,Hulin,18-03-1902,Golspie
Alice,Moore,1885-08-05,Londonderry
William,Corcoran,1881-05-05,Bangor
Beatrice,Foster,1897-10-19,Nairn
Sharon,Wilson,17-01-1961,Newry
Michael,Beddow,23-05-1968,Kilmarnock
George,Marshall,13-06-1918,Strabane
Jes?§s,Spence,15-05-1912,Banff
Fanny,Scandrett,1843-11-23,Haddington
Leonard,Ebbins,1893-08-15,Helensburgh
„??,Baker,1872-02-24,Paisley
Margaret,Dummer,1851-07-27,Ballymena
Alan,Jervis,18-09-1957,Langholm
Richard,Holloway,1856-09-08,Port Glasgow
Eva,Jo?®l,1881-01-23,Glasgow
Jane,Pickup,1844-07-28,Dalkeith
Anne,Morgan,1842-07-19,Lerwick
Blodwen,Lewis,1895-07-14,Kilsyth
Lydia,Bruns,12-06-1916,Cupar
Henry,Hubble,29-05-1921,Belfast
Annie,Hagan,1889-06-23,Inverness
Brian,Collins,14-05-1964,Musselburgh
Sidney,Goatly,27-10-1910,Bathgate
Vanessa,Goodridge,08-01-1957,Galashiels
Matthew,Pope,21-09-1972,Dundee
Robert,Hall,1873-05-18,Invergordon
Stanley,Snelson,08-10-1903,Lockerbie
Dorothy,Sidey,1893-07-22,Castle Douglas
Ernest,King,1888-10-15,Brechin
Catharine,Wilson,1839-08-23,Cookstown
Henry,Hall,1859-06-09,Bridge of Allan
Jo?œo,Lead,1850-08-09,Ballymena
Bernard,Coleman,21-07-1921,St Andrews
Ronald,Gardner,07-06-1930,Selkirk
Charles,Blenkin,1873-12-02,Campbeltown
Dale,Foster,09-01-1979,Peebles
Pauline,Davidson,13-10-1951,Kilsyth
Mary,Laidler,1884-05-21,Dungannon
Doris,Hannaford,02-12-1911,Irvine
Laura,Waters,1861-09-01,Dingwall
Arthur,Martin,1895-01-03,Ballymena
Bertha,Dougherty,1885-08-26,Dromore
George,Hawkins,1877-01-05,Newton Stewart
Maria,Nevin,1838-11-06,Golspie
Muriel,Beebee,18-07-1938,Belfast
Bruce,Ashton,02-11-1918,Golspie
William,Cody,1865-05-01,St Andrews
Nancy,Kelly,24-12-1916,Golspie
Sharon,Margetson,24-11-1975,Leven
Henry,Morley,1876-01-13,Portadown
Betsy,Corker,1865-05-15,Ardrossan
Elsie,Pearson,28-05-1912,Musselburgh
Sarah,Paley,1846-08-24,Downpatrick
George,Easty,1840-09-24,Milngavie
Arthur,Moore,1887-10-23,Forres
Christiana,Musgrove,12-02-1903,Wishaw
Francis,Lewis,06-01-1909,Rothesay
Kate,Goodall,1878-04-30,Airdrie
Alan,Howell,14-08-1947,Stirling
Nancy,Sutton,1858-04-15,Stonehaven
Ann,Dunn,1841-07-01,Portsoy
Donald,Lofts,01-10-1933,Buckie
Esther,Best,1841-04-30,Portadown
Lydia,Hitchman,1866-04-04,Londonderry
Lillian,Glover,21-10-1924,Dalkeith
Ada,Bawden,1878-02-06,Ballymoney
Arah,Bingley,1841-03-26,St Andrews
William,Roper,24-06-1924,St Andrews
William,Parry,01-09-1901,Clydebank
Elizabeth,Brindley,1878-02-09,Thurso
Grace,Pearson,25-03-1906,Larne
Elizabeth,Baxter,20-02-1904,Ayr
Sarah,Balcwin,1864-04-22,Lurgan
Sandra,Simpson,07-01-1953,Dumbarton
Henry,Munday,1895-11-15,Peterhead
Male,Hall,1841-11-24,Campbeltown
Ashley,Martin,09-07-1982,Perth
Reuben,Aveyard,26-08-1942,Lisburn
Margaret,Hodge,12-05-1952,Peebles
Azra,Choudhry,07-09-1981,Falkirk
Walter,Parkinson,03-05-1918,Lurgan
Joseph,Colvin,17-02-1960,Dromore
Brett,Jackson,29-08-1974,Paisley
Gerard,Hartley,11-11-1949,Peterhead
Patricia,Crooks,27-01-1949,Greenock
Matthew,Gould,16-09-1976,Kilmarnock
Lesley,Karley,22-01-1953,Dungannon
Raymond,Mcdonald,1897-08-13,Bridge of Allan
Henry,Croasdale,1895-06-10,Stranraer
Doreen,Dewberry,12-03-1938,Airdrie
Gregor,Smith,03-06-1966,Peebles
Mary,Matsell,1858-10-12,Ballymoney
Geoffrey,Reay,12-04-1961,Peterhead
Tracy,Townsend,22-03-1983,Clydebank
Mark,Derry,15-02-1978,Langholm
Carol,Stewart,28-09-1959,Kilsyth
Dorothy,Litchfield,1897-02-21,Haddington
Hilary,Stone,23-12-1947,Dalkeith
Arthur,West,24-01-1919,Newry
Anthony,Ali,07-04-1967,Dalbeattie
Walter,Rolfe,1870-05-28,Brechin
Albert,Kidwell,1871-09-04,Linlithgow
Alec,Jukes,05-02-1901,Portadown
Ernest,Miller,1876-12-12,Barrhead
Christopher,Norcup,06-07-1982,Blairgowrie
Elizabeth,Evans,1843-05-23,Ardrossan
Alice,Jeffries,1867-02-21,Dufftown
Henrietta,Martin,1863-07-20,Dungannon
Herbert,Jones,1844-11-24,Airdrie
William,Perry,1869-02-18,Bridge of Allan
Constance,Breeze,02-02-1909,Greenock
Jesse,Memmory,16-09-1907,Nairn
John,Reeve,1890-09-21,Dalry
Alfred,Dye,13-04-1908,Oban
Elsie,Parker,30-03-1912,Leven
Norman,Stonely,05-04-1917,Kilsyth
Margaret,Ryan,03-07-1921,Ballymoney
John,Barkwith,1860-11-18,Langholm
Edith,Bowditch,1889-04-10,Stornoway
John,Rylett,1868-01-06,Bridge of Allan
John,Pawson,25-12-1966,Forfar
James,Potts,18-08-1921,Kelso
Jesus,Estebanez,14-06-1918,Ardrossan
Alan,Fletcher,22-03-1930,Brechin
Roy,Griffiths,02-04-1925,Ballymoney
Jack,Archibald,1893-05-05,Barrhead
Martha,Lawton,1878-09-21,Haddington
John,Dixon,22-03-1914,Buckie
John,Christmas,16-11-1945,Jedburgh
Martha,Preston,20-06-1914,Bathgate
Michael,Lever,05-10-1949,Anstruther
Grace,Hesketh,1882-07-31,Irvine
Joanne,Crossley,11-06-1966,Kinross
Shirley,Buck,24-07-1934,Cookstown
Reginald,Gray,18-09-1916,Anstruther
Jane,Taylor,1872-09-26,Montrose
Margaret,Prichard,1851-07-03,Portadown
Edwin,Birchenough,1860-09-21,Banff
Evelyn,Watsham,17-08-1914,Tillicoultry
Michelle,Mcweeney,25-03-1970,Motherwell
George,Lumley,13-12-1918,Dalbeattie
Martin,Kaminski,26-09-1949,Leven
Elizabeth,Short,05-06-1916,Keith
Amy,Gibbons,1897-01-20,Stirling
Constance,Jessop,03-03-1921,Castle Douglas
Lorna,Morris,02-04-1965,Larne
Kenneth,Ward,07-09-1914,Stranraer
Derek,Vane,21-11-1929,Falkirk
Edna,Jenkins,13-10-1928,Downpatrick
Ezra,Nightingale,1859-09-02,Brechin
Emily,Thornton,1858-09-07,Irvine
Harold,Scarfe,30-01-1927,Fraserburgh
Kathleen,Anderson,27-03-1915,Musselburgh
Elizabeth,Westlake,1897-07-22,Ballymoney
Jennifer,Crampsie,08-06-1975,Forres
Robert,Mckenzie,23-01-1965,Wick
Arthur,Mcleod,04-01-1922,Bathgate
Laurence,Briggs,1892-01-18,Jedburgh
Leonard,Kerr,26-06-1931,Bridge of Allan
Edward,Kiernan,12-04-1921,Newtownards
Dawn,Dyson,16-11-1960,Dungannon
Carol,Lane,07-11-1940,Kirkwall
Wayne,Collins,18-10-1979,Armagh
Nicholas,Southwell,20-01-1960,Stonehaven
Florence,Hunt,1897-09-27,Portadown
Edward,Hughes,1881-10-17,Downpatrick
Edith,Young,1888-08-22,Newton Stewart
Carrie,Cartwright,1892-02-10,Greenock
Charlotte,Cooke,1841-03-03,Glasgow
Jennie,Gilbert,10-08-1914,Lerwick
Kelvin,Lucking,17-08-1974,Irvine
Kevitt,Moore,20-05-1914,Keith
Annie,Feary,1889-02-17,Ballymoney
Arthur,Bridges,30-06-1906,Wick
Hannah,Reynolds,1849-10-15,Nairn
Gary,Watson,20-01-1971,Stirling
Emily,Crews,1885-05-09,Oban
Catherine,Moylan,02-10-1953,Dumbarton
Stephen,Thomas,03-07-1963,Ayr
Grace,Bird,1899-07-04,Castle Douglas
Elizabeth,Guest,1896-08-10,Lerwick
Edward,Davies,1874-04-26,Clydebank
Charles,Claridge,1875-08-05,Aberdeen
Paul,Allen,18-06-1959,Newry
Henry,Hembury,1884-11-07,Rothesay
Rose,Grosvenor,19-10-1904,Selkirk
Andrew,Shaw,01-04-1975,Linlithgow
Edward,Mulligan,27-04-1953,Enniskillen
James,Grubb,18-09-1939,Annan
Emma,Stoneman,19-10-1902,Bridge of Allan
Laura,Coote,1866-09-12,Downpatrick
Ann,Tomkinson,1842-09-15,Dunfermline
Allen,Cemm,1867-08-14,Dalkeith
James,Denman,1853-05-19,Airdrie
Henry,Head,10-11-1938,Campbeltown
Norman,Rowley,12-09-1924,Wick
Colin,Jewitt,12-02-1956,Belfast
John,Carey,08-04-1904,Linlithgow
Violet,Gray,24-12-1911,Brechin
Peter,Forshaw,21-09-1938,Helensburgh
James,Forshaw,1890-07-11,Dromore
Jeffery,Ostrove,12-08-1954,Inverness
Teresa,Reavill,29-11-1964,Clydebank
Charles,Gear,12-06-1901,Londonderry
Oliver,Jones,1863-03-17,Bangor
William,Bradley,1855-12-21,Lerwick
James,Jubb,28-02-1973,Wick
Elsie,Binns,25-06-1934,Helensburgh
Henrietta,Noble,1866-11-15,Port Glasgow
William,Waite,1863-09-02,Banff
John,Simpson,29-09-1955,Alloa
Jane,Matthews,30-10-1972,Port Glasgow
Eric,Gair,17-07-1928,Glasgow
Fay,Thomas,21-04-1979,Perth
Kim,Jones,28-04-1967,Campbeltown
Alice,Vincent,10-08-1901,Portadown
Llewellyn,Williams,1896-02-22,Aberdeen
Joseph,Finn,17-02-1933,Ballymoney
Amy,Lord,1861-03-07,Kilmarnock
Charles,Parker,1839-05-31,Rothesay
Stuart,Fraser,10-05-1964,Cupar
Tracey,Morrill,04-01-1977,Carluke
Eliza,Burrows,1875-11-02,Carrickfergus
George,Aylward,07-09-1924,Greenock
Walter,Smith,02-05-1906,Perth
Mary,Hopkins,08-08-1945,Anstruther
Kerri,Mccarthy,09-10-1981,Dalkeith
John,Mckough,1887-07-03,Cookstown
Lean,Clark,20-07-1978,Invergordon
George,Balfour,30-12-1918,Wishaw
Reginald,O'brien,01-09-1914,Hamilton
Edmund,Kavanagh,11-11-1938,Anstruther
Linda,Beard,20-05-1961,Leven
Ernest,Ruddlesdin,09-02-1901,Kelso
Elizabeth,Ackroyd,1850-09-24,Dufftown
Jenny,Colborn,08-10-1972,Bridge of Allan
Edward,Matthews,1870-07-15,Kilmarnock
Daniel,Hartigan,20-12-1976,Kilsyth
John,Peppiatt,1864-05-31,Newry
Steven,Gorin,11-03-1967,Larne
Mark,Aylett,04-01-1978,Belfast
Barabara,Briggs,07-10-1916,Elgin
Sean,Collier,30-03-1971,Dumbarton
Clara,Thorpe,1869-10-19,Ayr
Eric,Robinson,23-11-1907,Falkirk
Major,Homer,14-12-1905,Coatbridge
Robert,Walker,1881-01-03,Stirling
Jason,Hall,12-12-1976,Kirkintilloch
Maureen,Shutt,26-11-1964,Irvine
Robert,Watson,1843-11-24,Nairn
Isaiah,Jones,04-09-1907,Kirriemuir
Michael,Mangan,06-12-1922,Clydebank
Male,Scott,1873-03-02,Montrose
Stanley,Sutherland,27-01-1925,Larne
Sarah,Whittaker,1874-06-10,Cookstown
Patrick,Walsh,08-01-1936,West Calder
Mary,Eastham,1860-05-15,Ballymoney
Maria,Vinton,1845-01-28,Elgin
Jean,Taylor,02-12-1929,Enniskillen
Beatrice,Fowler,1874-07-31,Galashiels
Herbert,Clark,31-12-1901,Cupar
Emma,Hannant,1866-11-19,Port Glasgow
Robin,Adams,22-11-1962,Keith
Edith,Dunnett,10-10-1903,Helensburgh
Faith,Foster,1885-07-06,Strabane
William,Daniel,1874-06-29,Peebles
Sarah,Garnett,1884-07-27,Thurso
William,Weddell,1844-11-07,Leven
Ann,Robinson,23-12-1942,Armagh
Stanley,Forrester,09-07-1925,Cupar
John,Jones,1844-11-09,Jedburgh
Thomas,Johnson,1886-04-05,Londonderry
Emily,James,1869-10-08,Fraserburgh
Susan,Lamb,27-10-1954,Dalbeattie
John,Wall,23-10-1965,Lurgan
John,Povey,20-11-1918,Buckie
Eliza,Millard,1850-11-07,Brechin
Margaret,Sedgley,24-11-1941,Bridge of Allan
Beatrice,Bellamy,1878-09-13,Port Glasgow
Cornelius,Cowhey,1894-01-28,Haddington
Cyril,Hatton,23-11-1917,Blairgowrie
John,Howgate,21-03-1915,Bridge of Allan
William,Hadley,1848-08-23,Dumbarton
James,Bird,11-08-1900,Helensburgh
Sylvia,Payne,10-08-1941,Dumfries
Jeanette,Ayres,27-07-1980,Armagh
Ivor,Wake,25-04-1914,Linlithgow
Annie,Isaacs,08-12-1904,Forfar
Albert,Course,1876-11-22,Ballymena
David,White,23-10-1961,Peebles
Peter,Brownhill,01-04-1951,Aberdeen
Alfred,Dix,1850-05-11,Hawick
Anne,Banks,16-02-1933,Dingwall
Michael,Hoyle,19-11-1957,Newry
Frederick,Smith,1893-06-10,Newtownards
Stephen,Mann,05-06-1948,Castle Douglas
Grace,Millachip,1891-12-17,Coatbridge
Elizabeth,Mcfadden,11-10-1965,Barrhead
Gladys,Yeats,24-03-1914,Kelso
Martha,Rhodes,1883-05-05,Coleraine
Lizzie,Ody,1898-08-15,Lanark
Robert,Hogan,31-12-1943,Helensburgh
Male,Pole,1883-02-15,Elgin
Frederick,Thornhill,1897-03-29,Grantown-on-Spey
David,Cross,26-03-1966,Kirriemuir
David,Arnold,23-06-1956,Kilmarnock
John,Bird,1865-01-26,Dundee
David,Kern,12-08-1977,Paisley
Alfred,Head,1886-09-22,Helensburgh
Kate,Cooke,1865-04-19,Fraserburgh
Margaret,Rees,09-05-1924,Dufftown
Frank,Nicholls,09-12-1919,Buckie
Robert,Bell,1869-12-06,Enniskillen
Rachel,Heyworth,1838-07-20,Stonehaven
William,Peck,21-11-1918,St Andrews
Nigel,Wilkins,04-05-1954,West Calder
Laurence,Robinson,08-05-1960,Banff
Christopher,Stammers,1865-07-18,Thurso
Keith,Blandford,17-02-1963,Invergordon
Thomas,Ackroyd,1877-09-25,Wishaw
Ivan,Pearce,17-08-1921,Wick
Albert,Ashcraft,1874-01-28,Newtownards
Leslie,Edmonds,1897-06-08,Larne
Andrew,Warwick,28-02-1977,Dundee
William,Beacroft,05-01-1910,Ardrossan
Kerri,Taylor,17-03-1981,Langholm
Yvonne,Hiles,07-03-1963,Stirling
Elsie,Taylor,21-10-1916,Perth
Roland,Greatbatch,1890-07-25,Langholm
Samuel,Balmforth,1875-01-17,Peebles
Christopher,Webb,29-11-1941,Newry
George,Honeysett,1865-07-30,Huntly
James,Searl,1855-10-20,Dalbeattie
Eliza,Street,1862-04-04,Golspie
Ellen,Burroughs,1876-09-16,Falkirk
Rose,Burton,1882-04-18,Jedburgh
John,Keningale,1883-08-24,Bathgate
Doreen,Coleman,10-07-1916,Rothesay
Fred,Laxton,1860-01-11,Invergordon
Mary,Blezard,1858-02-17,Buckie
William,Hidden,1875-04-17,Kelso
Keith,Curry,30-09-1968,Downpatrick
Julia,Tanner,29-10-1959,Keith
David,Copperwheat,16-11-1939,Haddington
Christina,Robinson,06-09-1979,Stonehaven
Sarah,Grimsdell,1875-11-29,Tillicoultry
Maren,Muggeridge,08-04-1949,Ardrossan
Deborah,Williams,09-07-1960,Thurso
Andrew,Quarrie,17-05-1954,Lockerbie
Dorothy,Culley,1890-11-23,Lisburn
Harry,Giles,10-08-1952,Dumbarton
Bernice,Thorne,24-07-1907,Montrose
Ivy,Chivers,14-06-1909,Banbridge
Joy,Aldous,19-02-1955,Nairn
Margaret,Jones,1842-06-06,Kirkcaldy
Lagay,Frost,1878-03-14,Helensburgh
Edith,Allinson,1891-03-18,Downpatrick
Richard,Wood,1871-11-27,Inverness
Emma,Lumb,15-02-1906,Golspie
Ada,Lee,1874-02-14,Carluke
Sarah,Moore,1859-04-21,Coleraine
Mary,Davies,1876-11-05,Ardrossan
Mary,Brown,1854-12-09,Kirriemuir
Thomas,Ellis,1893-12-03,Downpatrick
Thamer,Barber,1842-03-19,Omagh
Alice,Stone,1879-08-11,Belfast
Eileen,Tinsley,14-01-1942,Oban
Mary,Anderson,1877-06-22,Stornoway
James,Mcvey,1869-12-24,Stirling
Susan,Warner,27-07-1973,Ayr
Alec,Mitchell,15-03-1924,Haddington
John,Skerritt,1893-07-05,Milngavie
Charlotte,Rowley,1860-10-20,Invergordon
Antony,Kyffin,14-05-1963,Dufftown
Rosetta,Powell,1840-04-27,Elgin
Henry,Ford,1862-09-22,Strabane
Pauline,Brandon,21-04-1963,Annan
Charles,Wardle,1889-06-16,Bangor
Leslie,Beard,03-11-1928,Bridge of Allan
Sarah,Knott,1872-02-29,Ardrossan
Robert,Ward,1871-11-01,Portadown
Alan,Neath,03-05-1962,Elgin
George,Scoffield,1870-11-01,Banbridge
Margaret,Brain,09-05-1952,Coleraine
Stanley,Gregg,22-08-1914,Belfast
Clara,Day,1881-05-15,Fraserburgh
George,Croucher,1893-12-20,Helensburgh
Thomas,Troughton,1843-01-13,Kilsyth
Rachel,Thomas,1887-04-15,Bathgate
Richard,Barnes,12-02-1958,Oban
George,Walaron,1882-06-27,Aberdeen
Martin,Fordham,10-08-1975,Selkirk
William,Reynolds,1868-09-25,Campbeltown
Doris,Hamilton,23-12-1924,Wishaw
Gavin,Bull,18-10-1979,Haddington
George,Fullwell,1869-04-08,Alloa
Henry,Bailey,1855-12-13,Huntly
Harold,Holmes,06-06-1900,Strabane
Joan,Stone,06-04-1918,Hawick
Stephen,Cass,27-08-1956,Nairn
Jane,Watson,1886-02-27,Kelso
John,Beechner,1858-12-30,Selkirk
Maud,Kirby,1891-05-08,Omagh
Teresa,Randall,16-08-1971,Invergordon
John,Power,31-12-1935,Perth
Brenda,Cooke,23-02-1950,Arbroath
Frederick,Hughes,1863-06-12,Wishaw
Joseph,Pilsbury,1890-05-21,Stonehaven
Jacqueline,Chadd,28-07-1943,Newtownards
Caroline,Smith,1842-09-06,Kirkcaldy
Hilda,Bone,02-04-1918,Ardrossan
Martha,Beeston,1855-08-13,West Calder
Alice,Bull,1878-02-11,Selkirk
Margaret,Parry,05-04-1963,Nairn
David,Ralph,20-10-1961,Kelso
Kevin,Morrison,02-03-1977,Wick
Paul,Fry,10-04-1975,Motherwell
Linda,Jackson,26-12-1954,Forfar
Robert,Hobman,16-12-1977,Forres
Sergey,Berezny,05-01-1958,Peebles
Edward,Browning,12-02-1931,Falkirk
Thomas,Preston,1856-01-13,Helensburgh
Selina,Brewer,1853-01-27,Kirkcaldy
Albert,Spavold,14-05-1919,Crieff
John,Knight,1846-12-19,Campbeltown
Clara,Player,1864-10-11,Port Glasgow
Carol,Carpenter,12-12-1959,Langholm
Kate,Garratt,1872-03-07,Dufftown
Lily,Deeble,1862-08-27,Motherwell
Angela,Whittingham,20-02-1983,Blairgowrie
Patricia,Kitson,12-11-1929,Clydebank
George,Brazier,1854-06-26,Hamilton
Shaun,Kirby,11-11-1970,Milngavie
Leanne,Spencer,29-11-1982,Dingwall
Har,Sandhu,29-01-1976,Londonderry
Elizabeth,Tunnicliffe,06-02-1912,Omagh
John,Llewelyn,1859-02-05,Stirling
George,Jarman,1857-06-06,Fraserburgh
Ronald,Hunt,20-11-1922,Kirkwall
Adrian,Broughton,24-11-1963,Bridge of Allan
Jane,Parry,1882-08-15,Dingwall
Susanna,Pryke,1844-10-08,Dungannon
Sydney,Shapcott,1862-01-31,Ardrossan
Karl,Wilde,06-11-1962,Stirling
Gladys,Hurman,1898-07-25,Kirkwall
Dora,Mutlow,16-11-1901,Coatbridge
Joseph,Allan,1897-10-30,Alloa
Kathryn,Mackenzie,11-01-1967,Ardrossan
William,Inwood,1891-03-30,Ayr
Alice,Hough,1865-10-20,Ballymoney
Frederick,Danes,12-08-1914,Kirriemuir
Ellen,Cooper,1872-02-08,West Calder
Cyril,Bell,1876-05-14,Dumfries
Jacob,Glasby,13-09-1979,Kirriemuir
Armstrong,Louis,15-11-1962,Edinburgh
Kathleen,Abbott,19-04-1904,Tillicoultry
Olive,Grundy,1879-08-31,Kilsyth
Paul,Burt,26-04-1947,Inverness
Michael,Wilson,30-01-1983,Dromore
Male,Bassett,1856-03-09,Stornoway
Basil,Madden,01-01-1905,Rothesay
Arthur,Stone,23-04-1923,Newry
Alan,Barlow,30-06-1953,Dalry
Charles,Knight,21-04-1915,Leven
David,Jenkins,27-12-1962,Portadown
Dennis,Binns,21-07-1927,Motherwell
Louisa,Speight,1891-12-25,Forres
Lilian,Lee,07-04-1911,Lerwick
James,Green,1858-07-20,Kirkintilloch
Walter,Blackmore,08-01-1911,Banbridge
Sandra,Hetherington,26-02-1962,St Andrews
Fred,Payne,1867-03-25,Kilsyth
Adil,Galil,11-02-1964,Ardrossan
Eleanor,Wright,1884-06-21,Dumbarton
Nigel,Smallwood,09-05-1960,Grantown-on-Spey
Agnes,Wiltshire,1891-03-10,Bridge of Allan
Rachel,Ainley,26-06-1960,Dalbeattie
Michelle,Joynson,23-09-1970,Stonehaven
James,Teague,1846-01-01,Paisley
Grace,Bullock,13-03-1945,Strabane
Benjamin,Brierley,1861-08-15,Helensburgh
Leah,Hoyland,1896-05-02,Belfast
Doris,Cope,18-09-1933,Kirkintilloch
Elizabeth,Aston,1866-02-08,Aberdeen
Violet,Stevenson,07-01-1918,Langholm
Alice,Finnigan,1899-02-03,Falkirk
Eric,Kenchington,10-07-1924,Ballymoney
Gloria,Orpin,30-11-1938,Wick
Shelley,Nightingale,18-03-1964,Lanark
Robert,Smith,1853-05-20,Ayr
Rosina,Short,1898-09-10,Hamilton
Anthony,Holt,26-09-1961,Dumbarton
George,Michaelas,04-09-1948,Belfast
Myer,Weinberger,14-06-1905,Bridge of Allan
Patricia,Spinks,10-10-1943,Huntly
Laura,Hegan,13-05-1964,Peebles
Karen,Cusack,27-06-1959,Selkirk
Catherine,Jenkins,1887-07-10,Jedburgh
Margaret,Jones,1872-12-06,Jedburgh
Joseph,Holmes,13-10-1902,Ardrossan
Jane,Skegg,1842-12-05,Motherwell
Richard,Johnston,1897-12-08,Port Glasgow
Henry,James,1860-11-12,Kirkintilloch
Mary,Steel,15-01-1919,Enniskillen
Rachel,Willis,13-05-1910,Kilmarnock
Mary,Doherty,1867-05-30,Bridge of Allan
Beatrice,Wilson,1884-12-19,Stornoway
Hugh,Cropper,1878-05-12,Oban
Mary,Tomlinson,16-07-1911,Omagh
Jean,Wallace,29-08-1918,Edinburgh
Mary,Bonnard,1882-02-04,Stirling
Bessie,Fineberg,1898-06-08,Edinburgh
Henry,Haynes,1846-06-15,Kirkcaldy
George,Girvan,16-05-1957,Kirkcaldy
Margaret,Sherwood,31-08-1945,Forres
Samuel,Fellous,11-10-1978,Inverness
Julia,Halmshaw,12-01-1961,Downpatrick
Emma,Chalinder,1842-07-04,Carrickfergus
Ronald,Gamlin,21-05-1930,Lisburn
Benjamin,Gubb,01-08-1901,Wick
Albert,Horsfall,1857-08-03,Nairn
Janet,Wagstaff,07-02-1951,Larne
James,Barnard,1857-07-29,Kilsyth
Linda,Skinner,23-01-1963,Newton Stewart
Rose,Towner,1895-07-04,Kinross
Baljinder,Singh,15-02-1960,Dumfries
Margaret,Pardoe,01-09-1936,Grantown-on-Spey
Agnes,Mallows,22-11-1904,Inverness
Jane,Guthrie,1861-04-08,Kelso
Anne,Hamer,12-03-1903,Wick
Sarah,Bryan,1859-08-29,Leven
John,Roberts,1868-07-19,Dunfermline
Angela,Foxwell,04-12-1977,Perth
Ian,James,29-03-1970,Banff
Tony,Townsend,25-03-1931,Aberdeen
Maria,Eastaugh,1848-01-10,Kinross
Patricia,Ashton,25-10-1935,Omagh
Laura,Vale,02-05-1956,Hamilton
Elsie,Ogden,01-12-1900,Kinross
Alison,Kane,14-11-1983,Enniskillen
Pauline,Hunns,18-01-1940,Bellshill
Henry,Sillence,1876-05-26,Lisburn
Tara,Finn,28-09-1971,Lockerbie
Thomas,Docker,1880-01-21,Perth
Kenneth,Whiteley,19-11-1933,Dundee
Samuel,Moore,1888-11-07,Hamilton
Benjamin,Walvin,1888-01-16,Ballymoney
Christopher,Smith,17-08-1964,St Andrews
George,Bramwell,1852-07-28,Aberdeen
Lilly,Davis,1876-12-05,Dundee
Margaret,Lee,1862-09-24,Oban
Ernest,Shave,1897-11-20,Dungannon
Catherine,O'hara,1891-03-26,Newtownards
Victoria,Clayden,12-12-1923,Dundee
Ian,Baitup,10-08-1977,Kinross
Beatrice,Couzens,1882-04-12,Newry
Elizabeth,Humphreys,1863-10-20,Lurgan
Alfred,Dawson,09-10-1956,Glasgow
John,Godbold,06-10-1948,Thurso
Florence,Ward,1876-11-10,Grantown-on-Spey
Charles,Hewitt,1866-07-05,Peebles
Susan,Jones,10-02-1956,Kirriemuir
Dorothy,Morriss,1847-09-06,Brechin
Walter,Stevens,1894-08-21,Grantown-on-Spey
Anne,Finley,17-06-1954,Coatbridge
Roy,Pigden,02-12-1946,Lurgan
Alfred,Clewlow,1845-06-27,Forfar
Emily,Oscroft,1847-04-21,Castle Douglas
Edwin,Platt,01-01-1948,Dundee
Kathleen,Regan,04-10-1941,Peebles
Leslie,Knopp,12-01-1901,Arbroath
Lucy,Greenwood,1888-03-08,Cupar
Charles,Birch,04-12-1931,Crieff
Mavis,Rees,08-05-1935,Coleraine
Allen,Mcbrine,15-11-1964,Dalkeith
Roger,Bowler,14-05-1943,Londonderry
John,Huxham,1846-05-16,Keith
Roger,Shaw,1849-03-04,Kirkwall
Kathryn,Reed,20-05-1978,Kinross
Willie,Harvey,1877-02-28,Aberdeen
Alfred,Clark,1870-11-24,Montrose
Kenneth,Cobb,29-03-1943,Dalkeith
Gilbert,Ridley,12-07-1904,Newry
Gilbert,Leach,1897-01-03,Helensburgh
Winifred,Bird,12-10-1911,Kinross
Wendy,Wells,28-07-1966,Peterhead
Thomas,Sutcliffe,1837-02-13,Newry
Doreen,Smith,06-11-1940,Downpatrick
Alfred,Lancaster,1863-03-05,Portsoy
Brian,Renwick,05-07-1949,Brechin
Dennis,Evans,22-03-1920,Linlithgow
Hellen,Grant,1839-05-16,Airdrie
Sarah,Spasiano,20-03-1983,Dundee
John,Marshall,18-11-1946,Anstruther
Stanley,Young,12-05-1900,Omagh
Zoe,Yates,01-10-1974,Kirkintilloch
Doris,Strong,01-07-1905,Nairn
Mohamad,Miyanji,28-04-1979,Montrose
Louisa,Tite,1898-08-29,Hawick
Rhodiana,Dowland,1841-12-10,Coatbridge
Jessie,Butcher,25-10-1913,Stirling
Karen,Francis,15-10-1957,Wick
Thomas,Willis,1876-07-16,Bangor
Stanley,Fortescue,08-02-1909,Forres
Mildred,Woodward,1867-12-22,West Calder
Elizabeth,Brown,21-07-1979,Strabane
Charles,Ward,21-11-1916,Lanark
Thomas,Potts,1886-01-08,Helensburgh
Alice,Day,1858-02-08,Glasgow
Frederick,Boobyer,27-11-1930,Brechin
Allen,Stacey,23-09-1962,Dromore
Alfred,Dean,1869-07-06,Londonderry
Sarah,Smith,1843-01-01,Newtownards
Arthur,Dyson,1893-01-10,Dumbarton
Sarah,Hughes,1865-12-22,Barrhead
Ronald,Akers,24-12-1920,Thurso
Jeanette,Cardozo,13-07-1957,Dunfermline
Josiah,Worthington,1861-06-24,Portadown
Evelyn,Jenkins,13-04-1900,Bellshill
Dorothy,Downs,1889-06-07,Lanark
Phyllis,Layton,02-04-1906,Fraserburgh
Catherine,Beaumont,1883-04-24,Dalry
Marlene,Nuttall,08-05-1941,Cookstown
Gladys,Swainson,1898-10-15,Glasgow
Terence,Gilbert,15-04-1943,Motherwell
Hugh,Shaw,1862-11-07,Kirkcaldy
Walter,Wilding,1894-01-11,Anstruther
